Article,Cites,Year
"Confined Magneto‐Excitons in GaAs–(Ga, Al) As Quantum WellsCL Beltrán, CA Duque, A Montes, N Porras‐Montenegro, LE Oliveira
physica status solidi (b) 220 (1), 137-140",2,2000
"Density of States of a Donor Impurity in a GaAs Quantum Box under the Action of an Applied Electric FieldA Montes, CA Duque, N Porras‐Montenegro
physica status solidi (b) 220 (1), 181-185",6,2000
"Hierarchical Radiative Quark Mass Matrices with an $ U (1) _X $ Horizontal Symmetry ModelE Garcia, A Hernandez-Galeana, D Jaramillo, WA Ponce, A Zepeda
arXiv preprint hep-ph/0006093",12,2000
"Nonanomalous horizontal U (1) H gauge model of flavorJM Mira, E Nardi, DA Restrepo
Physical Review D 62 (1), 016002",12,2000
"Room temperature magnetic properties of quenched-disordered FeAl alloys: A simulational studyJ Restrepo, GA Perez Alcazar, DP Landau
Journal of Applied Physics 87 (9; PART 3), 6528-6530",4,2000
"Magnetic properties of disordered Fe0. 9-xMn0. 1Alx alloysJ Restrepo, GA Pérez Alcázar, JM González
Journal of Applied Physics 87, 7425-7429",26,2000
"Interpretation based on a binomial method of the hyperfine field distributions of disordered: Fe0. 9− xMn0. 1Alx alloysJ Restrepo, GAP Alcazar
Journal of magnetism and magnetic materials 213 (1), 135-142",9,2000
"Internal transitions of confined magnetoexcitons in GaAs-(Ga, Al) As quantum wellsCA Duque, CL Beltrán, A Montes, N Porras-Montenegro, LE Oliveira
Physical Review B 61 (15), 9936",19,2000
"Lens-based theory of the Lau effectA Kolodziejczyk, Z Jaroszewicz, R Henao
JOSA A 17 (4), 724-728",6,2000
"Magnetic properties of Fe 0.9− q Mn 0.1 Al q disordered alloys: TheoryJ Restrepo, GAP Alcázar
Physical Review B 61 (9), 5880",26,2000
"Effects of a general set of interactions on neutrino propagation in matterE Nardi
COSMO-99, International Workshop on Particle Physics and the Early Universe ...",1,2000
"GUTs and string-GUTsA Perez-Lorenzana, WA Ponce
EPL (Europhysics Letters) 49 (3), 296",9,2000
"CROSSOVER BETWEEN THE ELECTRON–HOLE PHASE AND THE BCS EXCITONIC PHASE IN QUANTUM DOTSBA Rodriguez, A Gonzalez, L Quiroga, FJ Rodriguez, R Capote
International Journal of Modern Physics B 14 (01), 71-83",8,2000
"Exciton formation in two-dimensional electron-hole clustersA González, L Quiroga, FJ Rodríguez-Calonge, BA Rodríguez
Int. J. Mod. Phys. B 14 (cond-mat/9808333), 71-83",,2000
"GUTs and StringsW Ponce
PoS, 029",,2000
"Recursos para el anestesiólogo en el ciberespacioCA Duque
Revista Colombiana de Anestesiología 28 (4)",,2000
"β decay in ds shell nuclei and SU (4) symmetryJP Valencia, HC Wu",,2000
"Simulation of Positron Characteristics in Nanocryartalline MaterialsJ Kuriplach, S Van Petegem, C Dauwe, M Hou, EE Zhrukin, ...
MRS Proceedings 634, B3. 8.1",5,2000
"Surface characterization by a DSPI polarization techniqueR Henao, R Torroba
Optik 111 (10), 468-470",1,2000
"Density of impurity states and donor-related optical absorption spectra of GaAs-(Ga, Al) As semiconductor heterostructuresCA Duque, A Montes, N Porras-Montenegro, LE Oliveira
Journal of Physics D: Applied Physics 32 (24), 3111",7,1999
"A $ SU (3) _ {c} x SU (2) _ {L} x U (1) _ {\ gamma} x U (1) _ {H} $ gauge model of flavorJM Mira, E Nardi, DA Restrepo
Phys. Rev. D 62 (hep-ph/9911212), 016002",,1999
"The effect of Al-content and crystallinity on the magnetic properties of goethitesCA Barrero, RE Vandenberghe, E De Grave
Hyperfine Interactions 122 (1-2), 39-46",27,1999
"Magnetic properties of the mechanically alloyed Fe0. 9-xMn0. 1Alx systemJ Restrepo, GAP Alcázar, JM González
Hyperfine Interactions 122 (1-2), 189-199",16,1999
"SUSY string-GUTsA Pérez-Lorenzana, WA Ponce, A Zepeda
The eighth mexican school on particles and fields 490 (1), 413-417",,1999
"Neutrino propagation in matter with general interactionsS Bergmann, Y Grossman, E Nardi
Physical Review D 60 (9), 093008",71,1999
"An [SU (3)] 4 supersymmetric grand unified modelA Pérez-Lorenzana, WA Ponce
Physics Letters B 464 (1), 77-81",8,1999
"Imaging polarization encoding for optical logic operationsC Carletti, RH Henao, RD Torroba
3rd Iberoamerican Optics Meeting and 6th Latin American Meeting on Optics ...",,1999
"Phase stepping in Lau interferometryL Angel, M Tebaldi, R Henao
Optics communications 164 (4), 247-255",17,1999
"Theoretical study of the density of shallow-acceptor impurity states in quantum-size GaAs microcrystalsCA Duque, A Montes, N Porras-Montenegro, LE Oliveira
Semiconductor science and technology 14 (6), 496",8,1999
"Non-SUSY unification in left-right modelsA Pérez-Lorenzana, WA Ponce, A Zepeda
Physical Review D 59 (11), 116004",10,1999
"Measuring velocity of speckle fields with digital speckle pattern interferometryC Carletti, R Torroba, R Henao
Optics communications 160 (4), 195-200",10,1999
"Nonsupersymmetric gauge coupling unfication in [SU (6)] $^ 4\ times $ Z $ _4 $ and proton stabilityA Pérez-Lorenzana, WA Ponce, A Zepeda
arXiv preprint hep-ph/9901301",5,1999
"B→ τ μ (X) decays in SUSY models without R parityD Guetta, JM Mira, E Nardi
Physical Review D 59 (3), 034019",14,1999
"Unification above the string mass scaleA Pérez-Lorenzana, WA Ponce
Phys. Lett. B 464 (hep-ph/9812402), 77-81",,1999
"15-Persistent Photoconductivity in High-T, SuperconductorsA Hoffmann, ZF Ren, JY Lao, JH Wang, D Girata, W Lopera, P Prieto, ...
ACS Symposium Series 730, 216-229",,1999
"Remedios: Stories of Earth and Iron from the History of Puertorrique asAL Morales
BERKELEY WOMENS LAW JOURNAL 14, 164-165",,1999
"Persistent Photoconductivity in High-T~ c SuperconductorsA Hoffmann, ZF Ren, JY Lao, JH Wang, D Girata, W Lopera, P Prieto, ...
ACS SYMPOSIUM SERIES 730, 216-229",1,1999
"Fotorrespuesta en superconductores de alta temperatura críticaJ Osorio, D Giratá, P Prieto
Rev. Acad. Colomb. Cienc, 261-269",1,1999
"External-field Mössbauer studies of soil-related iron oxides and oxyhydroxides.E De Grave, GM da Costa, LH Bowen, CA Barrero, R Vandenberghe
Clays for Our Future, H. Kodama, AR Mermut, and JK Torrance (eds.), ICC-97 ...",,1999
"Magnetic Properties of the Highly Diluted Al-Fe Disordered SystemJ Restrepo, GAP Alcázar, JM Gonzalez
Computer Simulation Studies in Condensed-Matter Physics XI, 27-32",,1999
"PAPERS-APPLIED INTERFACES AND SURFACES-Density of impurity states and donor-related optical absorption spectra of GaAs-(GaAI) As semiconductor heterostructuresCA Duque, A Montes, N Porras-Montenegro, LE Oliveira
Journal of Physics D-Applied Physics 32 (24), 3111-3116",,1999
"Indagacion y competencia motriz, desarrollo, habilidades del pensamiento a partir de la dimension motrizEO Ospina, JDM Ardila, CAC Duque",,1999
"A contouring approach using single grating digital shadow moiré with a phase stepping techniqueR Henao, A Tagliaferri, R Torroba
Optik 110 (4), 199-201",8,1999
"Lepton mass generation and family number violation mechanism in the SU (6) L⊗ U (1) Y modelU Cotti, R Gaitan, A Hernandez-Galeana, WA Ponce, A Zepeda
International Journal of Modern Physics A 13 (32), 5557-5572",2,1998
"Non SUSY Unification in Left-Right ModelsWA Ponce, A Zepeda
arXiv preprint hep-ph/9812401",,1998
"Characterisation of soil-oxide analogs by applied-field 57Fe Mössbauer spectroscopyE De Grave, GM Da Costa, LH Bowen, CA Barrero, RE Vandenberghe
Hyperfine interactions 117 (1-4), 245-270",15,1998
"Binding Energy of the Ground and First Few Excited States of a Shallow‐Donor Impurity in Rectangular‐Cross‐Sectional Area GaAs Quantum‐Well Wires under Applied Electric FieldA Montes, CA Duque, N Porras‐Montenegro
physica status solidi (b) 210 (2), 731-736",21,1998
"Vacancies and vacancy-oxygen complexes in silicon: Positron annihilation with core electronsJ Kuriplach, AL Morales, C Dauwe, D Segers, M Šob
Physical Review B 58 (16), 10475",46,1998
"Non-Susy and Susy One-Step UnificationA Perez-Lorenzana, A Zepeda, WA Ponce
Modern Physics Letters A 13 (26), 2153-2162",5,1998
"Electric field effects on the states of a donor impurity in rectangular cross-section vacuum/GaAs/vacuum quantum-well wiresA Montes, CA Duque, N Porras-Montenegro
Journal of applied physics 84 (3), 1421-1425",37,1998
"Density of shallow-donor impurity states in rectangular cross section GaAs quantum-well wires under applied electric fieldA Montes, CA Duque, N Porras-Montenegro
Journal of Physics: Condensed Matter 10 (24), 5351",30,1998
"Phase diagram of a highly diluted, disordered Ising system: The Al-rich, Al–Fe systemJ Restrepo, GAP Alcázar, JM González
Journal of applied physics 83 (11), 7249-7251",6,1998
"Theoretical modeling of the photoluminescence spectra associated with free-carrier to acceptor-impurity recombination in quantum-size GaAs wire crystalsCA Duque, N Porras-Montenegro, A Latgé, LE Oliveira
Journal of applied physics 83 (11), 6199-6201",3,1998
"Searching for new physics in rare B→ τ decaysD Guetta, E Nardi
Physical Review D 58 (1), 012001",86,1998
"Web-enhanced undergraduate course and book for computational physicsRH Landau, H Kowallik, MJ Páez
Computers in Physics 12 (3), 240",5,1998
"Chemicals and long-term economic growth: insights from the chemical industryR Landau, N Rosenberg
Wiley-Interscience",139,1998
"Phase-stepping technique with an electro-optic crystal in digital speckle pattern interferometryL Angel, M Tebaldi, R Henao, A Tagliaferri, M Trivi, N Bolognini, ...
Optics communications 149 (4), 235-238",5,1998
"The Faddeev-Popov term reviewedDE Jaramillo, JH Muñoz, A Zepeda
arXiv preprint hep-th/9803098",,1998
"Persistent Photoconductivity in Y-doped Bi_2Sr_2CaCu_2O_8+ x Thin FilmsP Prieto, W Lopera, D Girata, A Hoffmann, IK Schuller
APS March Meeting Abstracts",,1998
"Mineralogy of Iron Oxides and Oxihydroxides-Characterisation of soil-oxide analogs by applied-field 57Fe Mossbauer spectroscopyED Grave, GM Costa, LH Bowen, CA Barrero, RE Vandenberghe
Hyperfine Interactions 117 (1), 245-270",,1998
"Literatura infantilE Gómez, B Rodríguez
Educación infantil, 459-475",7,1998
Nuclear medium effects on the π-nucleus double charge exchange reaction on Te isotopesHC Wu,,1998
"COMPUTERS IN EDUCATIONRH Landau, H Kowallik, MJ Paez
Computers in Physics 12 (3), 240-247",,1998
WEB-ENHANCEDUNDERGRADUATE COURSE AND BOOK FOR COMPUTATIONAL PHYSICSMJ Páez,,1998
"Digital speckle pattern interferometry applied to small rotation measurementsR Henao, J Pomarico, R Torroba
Optik 109 (3), 109-112",,1998
"Systematic study of horizontal gauge theoriesWA Ponce, LA Wills, A Zepeda
Zeitschrift für Physik C Particles and Fields 73 (4), 711-720",7,1997
"On charge quantization and abelian gauge horizontal symmetriesLN Epele, CAG Canal, WA Ponce
Physics Letters B 411 (1), 159-166",5,1997
"Study of Point Defects in Silicon by Means of Positron Annihilation with Core ElectronsJ Kuriplach, T Van Hoecke, B Van Waeyenberge, C Dauwe, D Segers, ...
Materials Science Forum 255, 605-607",5,1997
"Analysis of persistent photoconductivity on oxygen deficient YBa 2 Cu 3 O 7-δ thin filmsD Girata, B Arenas, R Hoyos, J Osorio, ME Go, J Heiras, P Prieto
Physica C: Superconductivity 282, 671-672",4,1997
"One-step non-SUSY unificationA Perez-Lorenzana, WA Ponce, A Zepeda
EPL (Europhysics Letters) 39 (2), 141",12,1997
"Effects of an applied electric field on the binding energy of shallow donor impurities in GaAs low-dimensional systemsCA Duque, A Montes, AL Morales, N Porras-Montenegro
Journal of Physics: Condensed Matter 9 (27), 5977",58,1997
"The binding energies of shallow donor impurities in GaAs quantum-well wires under applied electric fieldsA Montes, CA Duque, N Porras-Montenegro
Journal of applied physics 81 (12), 7890-7894",50,1997
"Monte Carlo study of the magnetic properties of Fe-rich Al–Fe disordered alloysJ Restrepo, JM González, GAP Alcázar
Journal of applied physics 81 (8), 5270-5272",7,1997
"Description in a local model of the magnetic field distributions of Fe1− xNix disordered alloysJ Restrepo, GAP Alcázar, A Bohórquez
Journal of applied physics 81 (8), 4101-4103",23,1997
"Effects of applied electric fields on the infrared transitions between hydrogenic states in GaAs low-dimensional systemsCA Duque, AL Morales, A Montes, N Porras-Montenegro
Physical Review B 55 (16), 10721",38,1997
"Sistema portátil de medición de presión plantar SpMpO Charry, C Duque, EL Cadena, B Jiménez, LF Parra
Rev. colomb. ortop. traumatol 11 (1), 21-5",,1997
"A generalized seniority model study of the DCX reaction and the double-beta decayHC Wu, AEL Dieperink, MJ Paez, WA Ponce, O Scholten
CONFERENCE PROCEEDINGS-ITALIAN PHYSICAL SOCIETY 59, 339-341",,1997
"Impurity Excited States in GaAs Low Dimensional Systems Under Applied Electric FieldsCA Duque, N Porras-Montenegro
BRAZILIAN JOURNAL OF PHYSICS 27, 206-210",,1997
"Symmetry Breaking in $[SU (6)]^ 3 x Z_3$A Perez-Lorenzana, DE Jaramillo, WA Ponce, A Zepeda
Revista Mexicana de Fisica 43, 737",5,1997
"Digital polarization-encoding technique for optical logic operationsR Torroba, R Henao, C Carletti
Optics letters 21 (23), 1918-1920",8,1996
"Is U (1) H a good family symmetry?WA Ponce, A Zepeda, JM Mira
Zeitschrift für Physik C Particles and Fields 69 (4), 683-686",6,1996
"Planar three-body problem with Calogero interactions and a magnetic fieldA González, L Quiroga, BA Rodriguez
Few-Body Systems 21 (1), 47-61",7,1996
"Double charge exchange on Te isotopes in the generalized seniority schemeHC Wu, JN Ginocchio, AEL Dieperink, O Scholten
Physical Review C 54 (3), 1208",5,1996
"FERMION MASSES IN SOME MODELS WITH HORIZONTAL SYMMETRIES1WA Ponce, A Zepeda
Yukawa couplings and the origins of mass 2, 261",,1996
"Systematic study of horizontal local gauge theoriesWA Ponce, A Zepeda, LA Wills",6,1995
"Signals of extra gauge bosons and exotic leptons in SU (6) L⊗ U (1) YR Gaitan-Lozano, A Hernandez-Galeana, SA Tomas, WA Ponce, ...
Physical Review D 51 (11), 6474",5,1995
"Plasma characterization of a high-pressure d (-Sputtering system used for the “in situ” preparation of high-Tc superconducting thin filmsD Giratá, Y Rojas, E Bacca, M Chacón, W Lopera, P Prieto, J Heiras
Solid state communications 90 (9), 539-542",12,1994
"An [SU (6)] 4 flavor model without mirror fermionsWA Ponce, A Zepeda
Zeitschrift für Physik C Particles and Fields 63 (2), 339-343",10,1994
"Mass scales and stability of the proton in [SU (6)] 3× Z 3JB Flórez, WA Ponce, A Zepeda
Physical Review D 49 (9), 4958",12,1994
"Generational seesaw mechanism in [SU (6)] 3× Z 3WA Ponce, A Zepeda, RG Lozano
Physical Review D 49 (9), 4954",43,1994
"AUGER AND EMISSION-SPECTRA OF DILUTE MAGNESIUM-ALUMINUM ALLOYSAL MORALES
REVISTA MEXICANA DE FISICA 39 (6), 913-923",,1993
"Tuning [SU (6)] 3× Z 3WA Ponce, A Zepeda
Physical Review D 48 (1), 240",17,1993
"Three-dimensional speckle measurements with a diffraction gratingR Henao, F Medina, HJ Rabal, M Trivi
Applied optics 32 (5), 726-729",11,1993
"Correlación de dos patrones de speckles generados por el movimiento tridimensional del difusor.R Henao, F F. Medina, H J. Rabal, M Trivi
Óptica pura y aplicada 26 (2), 583-588",,1993
"Family unification in SU (6) L X U (1) YA Hernández-Galeana, WA Ponce, A Zepeda
Zeitschrift für Physik C Particles and Fields 55 (3), 423-434",6,1992
"Theory of Auger core-valence-valence processes in simple metals. II. Dynamical and surface effects on Auger line shapesCO Almbladh, AL Morales
Physical Review B 39 (6), 3503",31,1989
"Theory of Auger core-valence-valence processes in simple metals. I. Total yields and core-level lifetime widthsCO Almbladh, AL Morales, G Grossmann
Physical Review B 39 (6), 3489",64,1989
"LPOTp: Nucleon elastic-scattering from spin 0 and 12 nuclei in momentum spaceMJ Páez, ME Sagen, RH Landau
Computer Physics Communications 52 (1), 141-159",9,1988
"SU (7) Electroweak unificationWA Ponce, A Zepeda
Zeitschrift für Physik C Particles and Fields 39 (3), 377-380",2,1988
"Many-Body Theory of Auger Processes in Metals and SemiconductorsCO Almbladh, AL Morales
Recent Progress in Many-Body Theories, 317-326",,1988
"OLD AND NEW TRENDS IN GRAND UNIFICATION (FOUR LESSONS IN GRAND UNIFIED THEORIES)WA Ponce
Mexican School of Particles and Fields, 90",,1988
"Importance of surface effects and dynamical core-hole effects in Auger spectra of metals and semiconductorsCO Almbladh, AL Morales
Le Journal de Physique Colloques 48 (C9), C9-879-C9-890",2,1987
"Anomaly-free version of SU (2) U (1) U (1)’WA Ponce
Physical Review D 36 (3), 962",10,1987
"Phonon effects on deep-level excitations in metals: beyond the linear-screening and linear-coupling modelsCO Almbladh, AL Morales
Journal of Physics F: Metal Physics 15 (4), 991",12,1985
"Angular momentum decompositions for spin-dependent potentialsRH Landau, MJ Paez
Physical Review C 30 (5), 1757",1,1984
"Antisymmetry and spin effects in p 3 He scatteringRH Landau, MJ Páez
Physics Letters B 142 (4), 235-240",5,1984
"Proton-He 3 scattering with antisymmetrized amplitudes at intermediate energyMJ Paez, RH Landau
Physical Review C 29 (6), 2267",39,1984
"Phonon effects in deep-level spectra of metals: Beyond the linear-screening and linear-coupling modelsCO Almbladh, AL Morales
Physical Review B 28 (12), 7362",,1983
"A theory for proton‐3He scatteringMJ Paez, RH Landau
The Interaction Between Medium Energy Nucleons in Nuclei-1982 97 (1), 151-152",,1983
"Patrones de actividad diaria de las hembras de Aphonopelma seemanni (Araneae: Theraphosidae) durante la época lluviosa en Guanacaste, Costa Rica Marco V. HerreroA Morales, R Vargas
Rev biol trop 31 (1), 161-162",,1983
"Decay in ds Shell Nuclei and SU (4) SymmetryJP Valencia, HC Wu
Acta Physica Hungarica, 445",,1983
"Theory for proton-/sup 3/He scatteringMJ Paez, RH Landau
AIP Conf. Proc.;(United States) 57 (CONF-821050-)",,1983
"Kaon charge exchange on H 3MJ Páez, RH Landau
Physical Review C 24 (6), 2689",3,1981
"Nuclear structure effects in k/sup+/elastic scattering from/sup 3/He,/sup 3/H,/sup 4/He, and/sup 12/CMJ Paez, RH Landau
Phys. Rev. C;(United States) 24 (3)",,1981
"Nuclear structure effects in k+ elastic scattering from He 3, H 3, He 4, and C 12MJ Paez, RH Landau
Physical Review C 24 (3), 1120",33,1981
"Effective weak Hamiltonian for the Δ b= 1 nonleptonic decays in the six-quark modelWA Ponce
Physical Review D 23 (5), 1134",35,1981
"Compendium of bag-model matrix elements of the weak nonleptonic HamiltonianJF Donoghue, E Golowich, BR Holstein, WA Ponce
Physical Review D 23 (5), 1213",76,1981
"Quark diagrams and the. cap omega./sup-/nonleptonic decaysWA Ponce
Phys. Rev., D;(United States) 22 (5)",,1980
