Article,Cites,Year
"Sequential versus nonsequential two-photon double ionization of the D2 molecule at 38 eVE Plésiat, JF Pérez-Torres, YH Jiang, A Rudenko, KU Kühnel, T Ergler, ...
Journal of Physics: Conference Series 194 (2), 022069",,2009
"Using ultrashort xuv laser pulses to investigate symmetry breaking in one-photon single-ionization of H2JF Pérez-Torres, JL Sanz-Vicario, F Martín
Journal of Physics: Conference Series 194 (3), 032041",,2009
"Computation of resonant states using explicitly correlated coordinates in Be-like atomic systemsJC Cardona, JL Sanz-Vicario
Journal of Physics: Conference Series 194 (15), 152019",1,2009
"Probing H2 autoionizing states with femto-and attosecond laser pulsesJL Sanz-Vicario, JF Pérez-Torres, F Morales, E Plessiat, F Martín
Journal of Physics: Conference Series 194 (1), 012013",,2009
"Efectos de no Parabolicidad y Anisotropía Sobre los Estados Electrónicos y el Factor g Efectivo en Hilos CuánticosFE López, BA Rodríguez, ER Gómez, LE Oliveira
Revista de la Sociedad Colombiana de Física 41 (1), 47-50",,2009
"Energía del Estado Base para un Sistema Finito de Excitones Espacialmente Indirectos en Puntos CuánticosFE López, BA Rodríguez
Revista de la Sociedad Colombiana de Física 41 (3), 572-575",,2009
"Coulomb correlations of a few body system of spatially separated chargesI Mondragon-Shem, BA Rodriguez, FE Lopez
Journal of Physics: Conference Series 193 (1), 012133",,2009
"Study of the electronic properties basic solid state physics of GaAs-based atomic layer doped field effect transistor (ALD-FET) under the influence of hydrostatic pressureJC MARTINEZ-OROZCO, I RODRIGUEZ-VARGAS, CA DUQUE, ...
Physica status solidi. B. Basic research 246 (3), 581-585",,2009
"Hydrostatic-pressure-induced Γ-X mixing in delta-doped AlxGa1-xAsME Mora-Ramos, CA Duque
Journal of Physics: Conference Series 167 (1), 012030",2,2009
"Elementos Difractivos en la Corrección de la PresbiciaR Henao, A Ciro, Z Jaroszewicz
Bistua: Revista de la Facultad de Ciencias Básicas 7 (2), 53-58",,2009
"Non-parabolicity and anisotropy effects on the conduction-electron effective g factor in GaAs–Ga1-xAlxAs quantum well wiresFE López, E Reyes-Gómez, LE Oliveira
Physica E: Low-dimensional Systems and Nanostructures 41 (2), 240-244",,2008
"Effects of hydrostatic pressure on the Coulomb-bound states in GaAs–Ga 1− x Al x As semiconductor superlatticesJ Vargas, N Raigoza, AL Morales, CA Duque, E Reyes-Gómez
Superlattices and Microstructures 44 (6), 809-813",1,2008
"Synchronized chaotic phase masks for encrypting and decrypting imagesE Rueda, CA Vera, B Rodríguez, R Torroba
Optics communications 281 (23), 5750-5755",5,2008
"Mixtures of iron and anatase TiO 2 by mechanical alloyingAM Calle, LC Sanchez, JD Arboleda, JJ Beltran, CA Barrero, J Osorio, ...
Microelectronics Journal 39 (11), 1322-1323",5,2008
"Fe-doped SnO 2 obtained by mechanical alloyingLC Sánchez, AM Calle, JD Arboleda, J Osorio, K Nomura, CA Barrero
Microelectronics Journal 39 (11), 1320-1321",6,2008
"Physical properties in thin films of iron oxidesJD Uribe, J Osorio, CA Barrero, D Girata, AL Morales, A Hoffmann
Microelectronics Journal 39 (11), 1391-1393",9,2008
"Electron Landé g∥ factor in semiconductor quantum wiresFE López, E Reyes-Gómez, LE Oliveira
Microelectronics Journal 39 (11), 1272-1273",,2008
"Wigner function and decoherence in a microcavity-Qdot systemJP Restrepo, H Vinck-Posada, BA Rodríguez
Microelectronics Journal 39 (11), 1360-1362",,2008
"Hydrostatic pressure effects on the binding and transition energies for Wannier excitons in GaAs/Ga1-xAlxAs quantum wellsP Aristizábal, RL Restrepo, W Ospina, CA Duque
Microelectronics Journal 39 (11), 1261-1263",2,2008
"119Sn Mossbauer study of sol? gel synthetized Fe x Sb y Sn1-x -y O2-delta powdersK Nomura, E Kuzmann, CA Barrero, S Stichleutner, Z Homonnay
Hyperfine Interactions 184 (1-3), 57-62",11,2008
"Band-edge states of the zeroth-order gap in quasi-periodic photonic superlatticesA Bruno-Alfonso, E Reyes-Gómez, SB Cavalcanti, LE Oliveira
Photonics, Devices, and Systems IV, 71381A-71381A-5",1,2008
"Outer-shell photodetachment of the metastable Mg−[core] 3 s 3 p 2 and Ca−[core] 4 s 4 p 2 P e 4 statesJL Sanz-Vicario, JC Cardona, E Lindroth
Physical Review A 78 (5), 053411",2,2008
"A 2D honeycomb photonic crystal under applied magnetic fieldsCA Duque, N Porras-Montenegro, SB Cavalcanti, LE Oliveira
Photonics, Devices, and Systems IV, 713819-713819-5",,2008
"Characterization of akaganeite synthesized in presence of Al 3+, Cr 3+, and Cu 2+ ions and ureaKE García, CA Barrero, AL Morales, JM Greneche
Materials Chemistry and Physics 112 (1), 120-126",16,2008
"Quantum dot dipole orientation and excitation efficiency of micropillar modesAG Silva, CA Parra-Murillo, PT Valentim, JS Morais, F Plentz, ...
Optics express 16 (23), 19201-19207",7,2008
"Effects of hydrostatic pressure on the electron factor and g-factor anisotropy in GaAs–(Ga, Al) As quantum wells under magnetic fieldsN Porras-Montenegro, CA Duque, E Reyes-Gómez, LE Oliveira
Journal of Physics: Condensed Matter 20 (46), 465220",4,2008
"Determination of the IMF in the LMC Stellar Cluster NGC 2156E Silva-Villa, M Sirianni, J Zuluaga
Revista mexicana de astronomía y astrofísica 44 (1), 57-70",2,2008
"Flavor changing neutral currents with a fourth family of quarksJA Herrera, RH Benavides, WA Ponce
Physical Review D 78 (7), 073008",25,2008
"Ly-alpha and H-alpha Optical Excitation Functions Resulting From Photodissociation of H2 and D2TJ Gay, E Litaker, JR Machacek, JE Furst, ALD Kilcoyne, F Martin, ...
APS Meeting Abstracts 1, 2006",,2008
"LeptogenesisS Davidson, E Nardi, Y Nir
Physics Reports 466 (4), 105-177",480,2008
"Electronic structure of a thermoelectric material: CsBi 4 Te 6W Luo, JS De Almeida, JM Osorio-Guillen, R Ahuja
Journal of Physics and Chemistry of Solids 69 (9), 2274-2276",2,2008
"Band edge states of the⟨ n⟩= 0 gap of Fibonacci photonic latticesA Bruno-Alfonso, E Reyes-Gómez, SB Cavalcanti, LE Oliveira
Physical Review A 78 (3), 035801",30,2008
"Observaciones sobre la larva del cangrejo marino tropical (Decapoda: Porcellanidae) Petrolisthes armatus en el Golfo de Nicoya, Costa RicaE Díaz-Ferguson, D Arroyo, A Morales, JA Vargas
Revista de biología tropical 56 (3), 1209-1223",2,2008
"ROLE OF VARIOUS DIRAC COVARIANTS IN BS WAVE FUNCTIONS IN DECAY CONSTANT CALCULATIONS OF PSEUDOSCALAR MESONS USING A POWER COUNTING SCHEMES Bhatnagar, J Mahecha
Abdus Salam International Centre for Theoretical Physics",,2008
"Collider aspects of flavor physics at high QT Lari, L Pape, W Porod, JA Aguilar-Saavedra, BC Allanach, G Burdman, ...
The European Physical Journal C 57 (1-2), 183-307",91,2008
"Fermion mass hierarchy and nonhierarchical mass ratios in S U (5)× U (1) FLF Duque, DA Gutierrez, E Nardi, J Norena
Physical Review D 78 (3), 035003",10,2008
"Novel Higgs decay signals in R-parity violating modelsDA Sierra, W Porod, D Restrepo, CE Yaguna
Physical Review D 78 (1), 015015",13,2008
"Electron Landé g factor in GaAs–(Ga, Al) As quantum wells under applied magnetic fields: Effects of Dresselhaus spin splittingE Reyes-Gómez, N Porras-Montenegro, CA Perdomo-Leiva, HS Brandi, ...
Journal of Applied Physics 104 (2), 023704",15,2008
"Decoherencia y Entrelazamiento en un Sistema Tri-partito: Interacción de un Átomo con Dos Cavidades QED Disipativas.E Agudelo, KM Fonseca, BA Rodríguez
Revista Colombiana de Física 40 (2)",,2008
"Reconstrucción de la Dinámica en el Circuito de Chua.A Martínez, BA Rodríguez
Revista Colombiana de Física 40 (2)",,2008
"Efectos del Dopaje de 57 Fe en las Propiedades Estructurales y Magnéticas de Películas Delgadas de Manganitas La 2/3 Ca 1/3 Mn 1-y Fe y O 3 (y= 0, 0.01 y 0.03).O Arnache, A Hoffmann, D Giratá
Revista Colombiana de Física 40 (2)",,2008
"Micropillar resonator in a magnetic field: Zero and finite temperature casesH Vinck-Posada, BA Rodriguez, A Gonzalez
Superlattices and Microstructures 43 (5), 500-506",2,2008
"Fe-doping and strain effects on structural and magnetotransport properties in La 2/3 Ca 1/3 Mn 1− y Fe y O 3 thin filmsO Arnache, D Giratá, A Hoffmann
Physical Review B 77 (21), 214430",2,2008
"Effect of surface anisotropy on the magnetic properties of magnetite nanoparticles: A Heisenberg–Monte Carlo studyJ Mazo-Zuluaga, J Restrepo, J Mejía-López
Journal of Applied Physics 103 (11), 113906",23,2008
"Probing bilinear R-parity violating supergravity at the LHCF De Campos, OJP Eboli, MB Magro, W Porod, D Restrepo, M Hirsch, ...
Journal of High Energy Physics 2008 (05), 048",64,2008
"Effect of Fe doping on structural and magnetic properties of La 2/3 Ca 1/3 Mn 1− yFeyO 3 (y= 0–0.03) thin filmsO Arnache, A Hoffmann, D Giratá
Microelectronics Journal 39 (3), 544-547",3,2008
"Effect of the Dresselhaus spin splitting on the effective Landé g-factor in GaAs–(Ga, Al) As quantum wells under in-plane or growth-direction magnetic fieldsN Porras-Monenegro, CA Perdomo-Leiva, E Reyes-Gómez, HS Brandi, ...
Microelectronics Journal 39 (3), 390-393",,2008
"Magnetoexciton states and diamagnetic shifts in GaAs-Ga1-xAlxAs quantum dots/ultrathin quantum wells under growth-direction magnetic fieldsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Microelectronics Journal 39 (3), 348-350",1,2008
"Exciton diamagnetic shift in GaAs/Ga1-xAlxAs quantum wells under in-plane magnetic fieldsCA Duque, M de Dios-Leyva, LE Oliveira
Microelectronics Journal 39 (3), 407-410",1,2008
"Influence of the hydrostatic pressure onto the electronic and transport properties of n-type double δ-doped GaAs quantum wellsI Rodriguez-Vargas, ME Mora-Ramos, CA Duque
Microelectronics Journal 39 (3), 438-441",3,2008
"Direct and indirect exciton states in GaAs-(Ga, Al) As double quantum wells under crossed electric and magnetic fieldsLE Oliveira, M de Dios-Leyva, CA Duque
Microelectronics Journal 39 (3), 398-401",4,2008
"Energy states in GaAs delta-doped field effect transistors under hydrostatic pressureJC Martínez-Orozco, I Rodríguez-Vargas, ME Mora-Ramos, CA Duque
Microelectronics Journal 39 (3), 648-650",10,2008
"Effects of hydrostatic pressure and crossed electric and magnetic fields on shallow-donor states in GaAs/Ga1-xAlxAs quantum wellsE Tangarife, SY Lopez, M de Dios-Leyva, LE Oliveira, CA Duque
Microelectronics Journal 39 (3), 431-434",13,2008
"Optimized characterization for a spatial light modulator under less restrictive operating conditionsC Dorbesi, E Rueda, M Tebaldi, R Torroba, N Bolognini
RIAO/OPTILAS 2007: 6th Ibero‐American Conference on Optics (RIAO); 9th Latin ...",,2008
"Influence of non-stoichiometry on the magnetic properties of magnetite nanoparticlesJ Mazo-Zuluaga, J Restrepo, J Mejía-López
Journal of Physics: Condensed Matter 20 (19), 195213",16,2008
"The electron g factor of cylindrical GaAs–Ga1− xAlxAs quantum well wires under magnetic fields applied along the wire axisFE López, BA Rodríguez, E Reyes-Gómez, LE Oliveira
Journal of Physics: Condensed Matter 20 (17), 175204",14,2008
"Evolución Númerica de Sistemas de N Cuerpos Usando Métodos Jerárquicos de Árbol e Integración Simpléctica.CA Vera, BA Rodríguez
Revista Colombiana de Física 40 (1)",1,2008
"Síntesis y Caracterización Estructural y Magnética de Manganitas La 2/3 Ca 1/3 MnO 3 dopadas con 57 Fe.O Arnache, A Hoffmann, D Giratá
Revista Colombiana de Física 40 (1)",1,2008
"Reflectividad DRX y Propiedades Magnéticas de Películas Delgadas de Hematita α--Fe 2 O 3.JD Uribe, J Osorio, O Arnache, D Giratá, A Hoffmann
Revista Colombiana de Física 40 (1)",3,2008
"Fe-doped TiO2 prepared by mechanical alloyingLC Sánchez, AM Calle, JD Arboleda, JJ Beltran, CA Barrero, J Osorio, ...
Hyperfine Interactions 183 (1-3), 117-122",3,2008
"Structural and vibrational characteristics of magnetite as a corrosion productFR Pérez, CA Barrero, KE García, AH Walker, J Tobón, F Londoño
Revista Colombiana de Física 40 (1), 126",3,2008
"Γ-X mixing in GaAs-Ga1-xAlxAs quantum wells under hydrostatic pressureME Mora-Ramos, SY López, CA Duque
The European Physical Journal B 62 (3), 257-261",17,2008
"Lost iron and iron converted into rust in steels submitted to dry–wet corrosion processKE García, CA Barrero, AL Morales, JM Greneche
Corrosion Science 50 (3), 763-772",29,2008
"Effect of the Rashba and Dresselhaus spin-splitting terms on the electron g factor in semiconductor quantum wells under applied magnetic fieldsA Bruno-Alfonso, N Porras-Montenegro, E Reyes-Gómez, LE Oliveira
Physica E: Low-dimensional Systems and Nanostructures 40 (5), 1464-1466",1,2008
"Tilted electric-field and hydrostatic pressure effects on donor impurity states in cylindrical GaAs quantum disksSY López, N Porras-Montenegro, E Tangarife, CA Duque
Physica E: Low-dimensional Systems and Nanostructures 40 (5), 1383-1385",14,2008
"A variational method for the description of the pressure-induced Γ–X mixing in GaAs-based quantum wellsME Mora-Ramos, SY López, CA Duque
Physica E: Low-dimensional Systems and Nanostructures 40 (5), 1212-1213",9,2008
"Effects of growth-direction electric and magnetic fields on excitons in Ga As− Ga 1− x Al x As coupled double quantum wellsAL Morales, N Raigoza, CA Duque, LE Oliveira
Physical Review B 77 (11), 113309",10,2008
"Effects of hydrostatic pressure and aluminum concentration on the conduction-electron g factor in GaAs-(Ga, Al) As quantum wells under in-plane magnetic fieldsE Reyes-Gómez, N Raigoza, LE Oliveira
Physical Review B 77 (11), 115308",39,2008
"Far field scattering pattern of differently structured butterfly scalesMA Giraldo, S Yoshioka, DG Stavenga
Journal of Comparative Physiology A 194 (3), 201-207",22,2008
"Fe-Doped Sno2 Powders Obtained By Sol-Gel Method, Mechanochemical Alloying, and Thermal TreatmentJ Osorio, A Calle, J Beltran, L Sanchez, L Tirado, K Nomura, C Barrero
APS March Meeting Abstracts 1, 1165",,2008
"Magnetical studies on thin films of iron oxidesJ Osorio, J Uribe, C Barrero, D Girata, A Morales, A Hoffmann, R Gancedo
APS March Meeting Abstracts 1, 1307",,2008
"Implementation of a bus with natural gas articulated motor in Colombia's massive transportation system: A technical studyJM Mantilla González, C Galeano, H Acevedo, CA Duque
Revista Facultad de Ingeniería Universidad de Antioquia, 18-32",,2008
"Magneto-exciton transitions in laterally coupled quantum dotsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
APS March Meeting Abstracts 1, 1191",,2008
"Autoionizing states in beryllium-like atomic systems using explicitly correlated coordinatesJC Cardona, JL Sanz-Vicario
Journal of Physics B: Atomic, Molecular and Optical Physics 41 (5), 055003",9,2008
"S U (4) L⊗ U (1) X three-family model for the electroweak interactionLA Sánchez, LA Wills-Toro, JI Zuluaga
Physical Review D 77 (3), 035008",25,2008
"Code retrieval via undercover multiplexingJF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optik-International Journal for Light and Electron Optics 119 (3), 139-142",14,2008
"Production of excited atomic hydrogen and deuterium from H2 and D2 photodissociationJD Bozek, JE Furst, TJ Gay, H Gould, ALD Kilcoyne, JR Machacek, ...
Journal of Physics B: Atomic, Molecular and Optical Physics 41 (3), 039801",3,2008
"Dilution and clustering of Fe in the rutile phases of TiO 2 and SnO 2AI Rykov, K Nomura, J Sakuma, C Barrero, Y Yoda, T Mitsui
Physical Review B 77 (1), 014302",31,2008
"Atomic control of conductivity versus ferromagnetism in wide-gap oxides via selective doping: V, Nb, Ta in anatase TiO 2J Osorio-Guillen, S Lany, A Zunger
Physical review letters 100 (3), 036601",112,2008
"Variations on leptogenesisDA Sierra, M Losada, E Nardi
Physics Letters B 659 (1), 328-335",26,2008
"Conductas alimentarias de riesgo: Prevalencia en mujeres de nivel superior del Estado de MéxicoB Rodríguez, H Oudhof, N González–Arratia, C Unikel–Santoncini, ...
ICSA–UAEH 6, 159-170",15,2008
"Band edge states of the< n>A BRUNO-ALFONSO, E REYES-GOMEZ, SB CAVALCANTI, ...
Physical review. A 78 (3B)",,2008
"Hydrostatic Pressure and Magnetic Field Effects on the Exciton States in Vertically Coupled GaAs-(Ga, Al) As Quantum DotsME Mora-Ramos, AH Rodrıguez, SY López, CA Duque
Session 4P4a Semiconductor Homostructures and Heterostructures 2, 771",11,2008
"Herramientas de software con licencia pública general para el modelado por elementos finitosC GALEANO, J Mantilla, C DUQUE, M MEJÍA
Dyna 74 (153), 313-324",3,2007
"Ab initio time-dependent method to study the hydrogen molecule exposed to intense ultrashort laser pulsesJL Sanz-Vicario, A Palacios, JC Cardona, H Bachau, F Martín
Journal of Electron Spectroscopy and Related Phenomena 161 (1), 182-187",18,2007
"Mössbauer studies and magnetic properties of SnO 2 doped with 57 FeJ Sakuma, K Nomura, C Barrero, M Takeda
Thin Solid Films 515 (24), 8653-8655",30,2007
"Pseudo-Symmetry and Majorana Operators in pf-ShellJP Valencia, HC Wu
VII LATIN American Symposium on Nuclear Physics and Applications 947, 283-286",1,2007
"CP violation in scatterings, three body processes and the Boltzmann equations for leptogenesisE Nardi, J Racker, E Roulet
Journal of High Energy Physics 2007 (09), 090",54,2007
"WITHDRAWN: Lost iron and iron converted into rust in steels submitted to dry–wet corrosion processKE García, CA Barrero, AL Morales, JM Greneche
Corrosion Science",,2007
"Design of a Photon-Counting System for Raman SpectroscopyFR Pérez, C Del Valle, L Reyes, J Tobón, C Barrero, A Velásquez
Frontiers in Optics, JSuA8",,2007
"Magnetic properties across intergranular regions of disordered FeMnAl alloys: TheoryEA Velásquez, LF Duque, J Mazo-Zuluaga, J Restrepo
Physica B: Condensed Matter 398 (2), 364-368",4,2007
"Surface anisotropy of a Fe 3 O 4 nanoparticle: A simulation approachJ Mazo-Zuluaga, J Restrepo, J Mejía-López
Physica B: Condensed Matter 398 (2), 187-190",42,2007
"Band-structure properties of photonic superlatticesSB Cavalcanti, M de Dios-Leyva, E Reyes-Gómez, LE Oliveira
Optics and Spectroscopy 103 (3), 349-353",1,2007
"Positron annihilation in structural vacancies in Al‐rich NiAl alloysAL Morales, LA Leon, N Raigoza, CA Duque, J Kuriplach, M Hou
physica status solidi (c) 4 (10), 3534-3537",,2007
"Importance of the heavier singlet neutrinos in leptogenesisG Engelhard, Y Grossman, E Nardi, Y Nir
Physical review letters 99 (8), 081802",76,2007
"Multiple-encoding retrieval for optical securityJF Barrera, R Henao, M Tebaldi, R Torroba, N Bolognini
Optics communications 276 (2), 231-236",24,2007
"Discussion on Fresnel's mirrors and Young's double-slit interferometersJF Barrera, FF Medina, J Garcia-Sucerquia
Optik-International Journal for Light and Electron Optics 118 (8), 402-406",1,2007
"Calculation of direct and indirect excitons in Ga As∕ Ga 1− x Al x As coupled double quantum wells: The effects of in-plane magnetic fields and growth-direction electric fieldsM de Dios-Leyva, CA Duque, LE Oliveira
Physical Review B 76 (7), 075303",14,2007
"Enriquecimiento de muestras con bacterias magnetotácticas para la síntesis de nanomagnetita biogénicaV Morillo, A Salazar, MA Marquez, A Morales
Scientia et Technica 1 (36)",,2007
"Efectos de la presión hidrostática sobre la energía de enlace para impurezas donadoras en puntos cuánticos de gaas/ga al asW Ospina, R Restrepo, P Aristizábal, CA Duque
Scientia et Technica 1 (36)",,2007
"MAGNETIC AND STRUCTURAL STUDIES OF MAGNETITE THIN FILMS.JD Uribe, J Osorio, D Giratá, A Morales, J Pearson, A Hoffmann
Revista Colombiana de Física 39 (2)",,2007
"ESTUDIO VARIACIONAL DEL COMPORTAMIENTO VIDRIO DE ESPÍN EN ALEACIONES DESORDENADAS α-FeMnAl.LF Duque, EA Velásquez, J Mazo-Zuluaga, J Restrepo
Revista Colombiana de Física 39 (2)",,2007
"ESTUDIO MONTE CARLO DE LAS PROPIEDADES MAGNÉTICAS EN MANGANITA DE La 2/3 Ca 1/3 MnO 3.FJ Molina, D Giratá, J Restrepo
Revista Colombiana de Física 39 (2)",,2007
"EFECTO DEL NÚMERO DE COORDINACIÓN EN LAS PROPIEDADES MAGNÉTICAS DE SISTEMAS DESORDENADOS.EA Velásquez, LF Duque, J Mazo-Zuluaga, J Restrepo
Revista Colombiana de Física 39 (2)",,2007
"A taste of photonics: band structure, null gaps, non-Bragg gaps, and symmetry properties of one-dimensional superlatticesLE Oliveira, SB Cavalcanti, E Reyes-Gómez
The International Conference on Coherent and Nonlinear Optics, 67262H-67262H-10",,2007
"Recent issues in leptogenesisE Nardi
arXiv preprint arXiv:0706.0487",6,2007
"Diffraction criterion for a slit under spherical illuminationEA Rueda, FF Medina, JF Barrera
Optics communications 274 (1), 32-36",2,2007
"ENERGÍA DE ENLACE DE EXCITONES EN POZOS CUÁNTICOS DE GaAs/Ga1-xAl xAsP Aristizábal, RL Restrepo, WA Ospina, CA Duque
Revista EIA, 121-126",3,2007
"Hydrostatic pressure effects on the Γ–X conduction band mixing and the binding energy of a donor impurity in GaAs–Ga1–xAlxAs quantum wellsCA Duque, SY López, ME Mora‐Ramos
physica status solidi (b) 244 (6), 1964-1970",16,2007
"Hydrostatic pressure and growth-direction magnetic field effects on the exciton states in coupled GaAs?(Ga, Al) As quantum wellsN Raigoza, CA Duque, LE Oliveira
Journal of Physics: Condensed Matter 19 (25), 256202",2,2007
"Room-temperature ferromagnetism of sol-gel-synthesized Sn 1− x Fe x 57 O 2− δ powdersK Nomura, CA Barrero, J Sakuma, M Takeda
Physical Review B 75 (18), 184411",72,2007
"Exciton diamagnetic shifts in GaAs–Ga1− xAlxAs quantum dots and ultrathin quantum wellsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
Journal of Physics: Condensed Matter 19 (21), 216224",2,2007
"Phenomenology of the SU (3)_c X SU (3)_L X U (1)_X model with exotic charged leptonsJC Salazar, WA Ponce, DA Gutiérrez
Physical Review D 75 (7), 075016",13,2007
"Photon emission as a source of coherent behavior of polaritonsH Vinck-Posada, BA Rodriguez, PSS Guimaraes, A Cabo, A Gonzalez
Physical review letters 98 (16), 167405",12,2007
"Energy spectra of exciton states in disk-shaped GaAs-Ga1-xAlxAs quantum dots under growth-direction magnetic fieldsZ Barticevic, M Pacheco, CA Duque, LE Oliveira
The European Physical Journal B 56 (4), 303-309",11,2007
"Design and construction of a photon counting systemFR Pérez, C Del Valle, L Reyes, J Tobón, C Barrero, A Velásquez
Sixth Symposium Optics in Industry, 642214-642214-7",,2007
"Influence of the genesis on the structural and hyperfine properties of Cr-substituted hematitesEE Sileo, DP Daroca, CA Barrero, AL Larralde, MS Giberti, C Saragovi
Chemical geology 238 (1), 84-93",14,2007
"Natural off-stoichiometry and asymmetry in p/n-dopability of wide-gap oxides^ 1S Lany, J Osorio-Guillen, H Raebiger, A Zunger
APS Meeting Abstracts 1, 20010",,2007
"Photonic band structure and symmetry properties of electromagnetic modes in photonic crystalsSB Cavalcanti, M de Dios-Leyva, E Reyes-Gómez, LE Oliveira
Physical Review E 75 (2), 026607",33,2007
"Topics in leptogenesisE Nardi
arXiv preprint hep-ph/0702033",11,2007
"Magnetic and structural properties of pure hematite submitted to mechanical milling in air and ethanolLC Sanchez, JD Arboleda, C Saragovi, RD Zysler, CA Barrero
Physica B: Condensed Matter 389 (1), 145-149",32,2007
"57 Fe Mössbauer study of β-FeOOH obtained in presence of Al 3+ and Ti 4+ ionsCA Barrero, KE García, AL Morales, JM Greneche
Physica B: Condensed Matter 389 (1), 88-93",13,2007
"Hole subband structure in single and double p‐type δ‐doped diamond quantum wellsI Rodríguez‐Vargas, CA Duque, ME Mora‐Ramos, VR Velasco
physica status solidi (c) 4 (2), 415-417",1,2007
"Acceptor and donor impurity‐related optical absorption spectra in double quantum wells: electric field and hydrostatic pressure effectsAL Morales, N Raigoza, CA Duque
physica status solidi (c) 4 (2), 295-297",,2007
"Comparative study of the hydrostatic pressure and temperature effects on the impurity‐related optical properties in single and double GaAs–Ga1–xAlxAs quantum wellsH Odhiambo Oyoko, N Porras‐Montenegro, SY Lopez, CA Duque
physica status solidi (c) 4 (2), 298-300",2,2007
"Excited states and spontaneous transition lifetimes of donor impurities in quantum dotsG Murillo, JC Arce, CA Duque, N Porras‐Montenegro
physica status solidi (c) 4 (2), 360-362",7,2007
"Can the Majoron be gauged away?LN Fanchiotti, CG Canal, WA Ponce
arXiv preprint hep-ph/0701195",,2007
"Effects of crossed electric and magnetic fields on the electronic and excitonic states in bulk GaAs and Ga As∕ Ga 1− x Al x As quantum wellsM de Dios-Leyva, CA Duque, LE Oliveira
Physical Review B 75 (3), 035303",9,2007
"Can the Majoron be gauged away?LN Epele, H Fanchiotti, CG Canal, WA Ponce
preprint",5,2007
"Influencia en propiedades eléctricas de presión de oxígeno en la preparación de películas delgadas de La2/3Ca1/3MnO3O Arnache, D Giratá, M Pérez, J Osorio
Revista de la Sociedad Colombiana de Física 39 (1), 248-251",,2007
"et ál. Caracterización de herrumbres en procesos de corrosión de aceros en inmersión totalF Pérez
Revista Colombiana de Física 39, 83-86",4,2007
"On nonlinear quantum mechanics, Brownian motion, Weyl geometry and Fisher informationC Castro, J Mahecha
Quantization in Astrophysics, Brownian Motion, and Supersymmetry, 72",25,2007
"Monte Carlo study of the change of critical temperature in a diluted Ising model due to configuration disorderWR Aguirre-Contreras, LE Zamora, GP Alcázar, JA Plascak, J Restrepo
Physics Letters A 360 (3), 411-414",,2007
"Anisotropía de superficie en nanopartículas de magnetita: simulación Monte CarloJ Mazo-Zuluaga, J Restrepo, J Mejía, A Oliveros, LN Granda, ...
Revista Colombiana de Física 39 (1), 29",,2007
"“EXCHANGE BIAS” EN NANOPARTÍCULAS DE MAGHEMITAJ Restrepo, Y Labaye, JM Greneche
Revista Colombiana De Fisica 39 (1), 183",1,2007
"A taste of photonics: band structure, null gaps, non-Bragg gaps, and symmetry properties of one-dimensional superlattices (Invited Paper)[6726B-88]LE Oliveira, SB Cavalcanti, E Reyes-Gomez
PROCEEDINGS-SPIE THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING 6726, 6726",,2007
"Classical physics, including nonlinear media and photonic materials-Photonic band structure and symmetry properties of electromagnetic modes in photonic crystalsSB Cavalcanti, M Dios-Leyva, E Reyes-Gomez, LE Oliveira
Physical Review-Section E-Statistical Nonlinear and Soft Matter Physics 75 ...",,2007
"Effect of applied hydrostatic pressure on the e–h ground transition in self‐assembled InAs/GaAs quantum lensAH Rodriguez, CA Duque, C Trallero‐Giner, GJ Vázquez, ...
physica status solidi (b) 244 (1), 48-52",1,2007
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Effects of crossed electric and magnetic fields on the electronic and excitonic states in bulk GaAs and GaAs/Ga1-xAlxAs quantum wellsM Dios-Leyva, CA Duque, LE Oliveira
Physical Review B Condensed Matter And Materials Physics 75 (3), 35303",,2007
"basic solid state physicsAH Rodríguez, CA Duque, C Trallero-Giner, GJ Vázquez, ...
phys. stat. sol.(b) 244 (1), 48-52",,2007
"Semiconductors II: Surfaces, interfaces, microstructures, and related topics-Calculation of direct and indirect excitons in GaAs/Ga1-xAlxAs coupled double quantum wells: The effects of in-planeM Dios-Leyva, CA Duque, LE Oliveira
Physical Review-Section B-Condensed Matter 76 (7), 75303-75303",1,2007
"current topics in solid state physicsME Mora-Ramos, SY López, CA Duque, VR Velasco
phys. stat. sol.(c) 4 (2), 418-420",4,2007
"Impurity‐related optical properties in rectangular‐transverse section GaAs–Ga1–xAlxAs quantum well wires: Hydrostatic pressure and electric field effectsJW González, SY López, AH Rodríguez, N Porras‐Montenegro, ...
physica status solidi (b) 244 (1), 70-75",3,2007
"current topics in solid state physicsHO Oyoko, N Porras-Montenegro, SY Lopez, CA Duque
phys. stat. sol.(c) 4 (2), 298-300",23,2007
"Systematic study of the SU (3) _c X SU (4) _L XU (1) _X gauge symmetryWA Ponce, LA Sanchez
Modern Physics Letters A 22, 435-448",36,2007
"Pseudo-orbital SO (6) symmetry for pf-shell nucleiJP Valencia, HC Wu
Brazilian journal of physics 36 (4A), 1275-1280",1,2006
